sample_no,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-1.8320312,0.13085938,0.1015625,-28.28125,-11.28125,-29.84375
1,-1.1806641,-0.88671875,0.73535156,-43.90625,-155.1875,-34.25
2,-0.9482422,0.064453125,0.140625,57.78125,-62.90625,-3.78125
3,-1.2099609,0.328125,0.54296875,20.75,1.90625,-19.84375
4,-0.9765625,-0.26757812,0.3798828,-2.28125,29.96875,-21.25
5,-1.1191406,0.0703125,0.4296875,-7.21875,38.15625,-26.4375
6,-0.9140625,-0.12207031,0.2919922,2.5,28.625,0.96875
7,-0.8847656,-0.0625,0.3515625,-0.3125,40.0625,-2.875
8,-0.82421875,-0.14257812,0.3232422,5.59375,38.34375,-10.9375
9,-0.7636719,-0.12597656,0.27246094,11.03125,22.28125,-3.1875
10,-0.8144531,-0.1328125,0.18164062,13.125,4.90625,14.75
11,-0.8095703,-0.09082031,0.2548828,13.59375,-0.90625,8.90625
12,-0.8027344,-0.107421875,0.24902344,21.46875,-9.09375,14.75
13,-0.796875,-0.11816406,0.31640625,16.46875,-28.4375,21.40625
14,-0.98046875,-0.2109375,0.13769531,34.15625,-46.25,23.1875
15,-1.3710938,0.09375,0.35058594,47.09375,-157.15625,21.96875
16,-1.7265625,0.7832031,0.66796875,-5.3125,-200.375,71.65625
17,-0.9658203,-0.171875,0.7910156,-38.34375,-109.0,20.25
18,-0.76171875,0.0009765625,0.7050781,-82.59375,-47.53125,10.75
19,-0.4404297,0.19921875,0.24804688,-43.46875,1.96875,14.53125
20,-0.484375,0.09667969,0.5185547,39.65625,-3.84375,20.5
21,-0.61328125,0.068359375,0.47460938,21.21875,41.6875,19.40625
22,-0.53222656,0.10839844,0.48242188,23.0,51.21875,12.1875
23,-0.8359375,0.08203125,0.54296875,-10.875,76.90625,1.40625
24,-0.625,0.19335938,0.45703125,-41.03125,87.40625,-22.71875
25,-0.7529297,0.10449219,0.44335938,-37.4375,96.625,-11.78125
26,-0.68066406,0.028320312,0.41308594,-8.875,93.53125,-16.65625
27,-0.5830078,0.09277344,0.29785156,-12.59375,100.84375,-22.46875
28,-1.4863281,0.36621094,0.34277344,49.84375,53.90625,-4.46875
29,-1.3789062,0.10058594,-0.11425781,-64.40625,-10.0,3.0
30,-1.1503906,-0.46191406,0.31054688,-57.3125,-10.4375,-23.1875
31,-1.6992188,-0.3330078,0.31640625,-34.0625,-17.25,-31.4375
32,-0.765625,-0.25878906,0.0146484375,2.96875,-16.59375,-30.09375
33,-1.0214844,-0.056640625,0.06347656,11.09375,32.3125,-25.34375
34,-1.1064453,-0.08984375,0.3251953,11.34375,40.125,-10.5625
35,-0.78222656,-0.22753906,0.19726562,6.53125,9.84375,10.0625
36,-0.890625,-0.068359375,0.3515625,24.34375,9.78125,8.40625
37,-0.859375,-0.17871094,0.2763672,19.15625,4.40625,4.375
38,-0.72753906,-0.24316406,0.23925781,16.46875,0.5,1.28125
39,-0.77246094,-0.076171875,0.21972656,31.0,1.71875,3.34375
40,-0.74609375,-0.06933594,0.14648438,15.4375,-4.6875,7.5625
41,-0.7001953,-0.11035156,0.19433594,15.5625,-13.03125,13.0
42,-0.8027344,-0.15722656,0.27734375,27.875,-22.4375,24.46875
43,-1.4873047,-0.3466797,0.18164062,41.75,-63.09375,12.4375
44,-1.6435547,0.28222656,0.46972656,55.53125,-96.40625,-10.875
45,-1.1533203,0.5126953,0.36035156,-57.9375,-123.28125,17.5
46,-1.3037109,-0.06738281,0.4033203,13.25,-89.46875,17.875
47,-0.8417969,0.21875,0.6328125,24.53125,-80.90625,21.96875
48,-0.7294922,0.13378906,0.3515625,-11.375,-8.65625,8.90625
49,-0.78222656,0.1796875,0.3388672,17.15625,-9.6875,6.46875
50,-0.62890625,0.0029296875,0.41210938,14.46875,8.625,10.1875
51,-0.58203125,0.07519531,0.5078125,-6.53125,30.71875,-2.21875
52,-0.7607422,0.10449219,0.33789062,-14.59375,70.28125,-8.90625
53,-0.7246094,0.055664062,0.38183594,-24.0,77.15625,-17.34375
54,-0.70703125,0.18554688,0.3671875,-29.4375,110.375,-26.6875
55,-0.8671875,0.03125,0.37597656,-4.09375,71.78125,-16.125
56,-0.7441406,0.056640625,0.55566406,-50.5625,42.9375,-2.25
57,-0.6660156,-0.053710938,0.16015625,-10.5,54.40625,-1.28125
58,-1.3261719,0.12011719,0.67871094,36.6875,45.3125,-0.8125
59,-1.2753906,0.15039062,-0.296875,-31.875,21.0625,-11.3125
60,-1.109375,-0.18261719,0.20019531,-15.8125,-12.75,-6.46875
61,-1.5126953,-0.107421875,0.38378906,2.1875,4.71875,-18.3125
62,-1.0576172,-0.33984375,0.28320312,-45.84375,-17.0625,-26.25
63,-0.8105469,-0.203125,0.12011719,-6.1875,-18.1875,-24.96875
64,-1.1279297,0.047851562,0.21972656,13.28125,24.71875,-23.5
65,-0.9355469,-0.12207031,0.21875,1.8125,20.46875,0.59375
66,-0.89453125,-0.13671875,0.30664062,0.90625,13.625,10.3125
67,-0.8574219,-0.078125,0.23242188,12.4375,6.53125,12.3125
68,-0.8876953,-0.15429688,0.30371094,1.34375,1.84375,11.15625
69,-0.77246094,-0.21777344,0.22363281,5.125,2.09375,8.125
70,-0.75390625,-0.109375,0.19628906,8.34375,-6.9375,13.59375
